Date,Open,High,Low,Close
2022-12-14,1320.6885986328125,1346.1744384765625,1305.8333740234375,1309.3287353515625
2022-12-15,1309.1907958984375,1311.067138671875,1262.6893310546875,1266.3538818359375
2022-12-16,1266.4605712890625,1278.156982421875,1162.1756591796875,1168.2593994140625
2022-12-17,1168.0667724609375,1189.0450439453125,1165.4078369140625,1188.1495361328125
2022-12-18,1188.1285400390625,1194.2144775390625,1176.185791015625,1184.7152099609375
2022-12-19,1184.75830078125,1192.923828125,1160.377197265625,1167.60986328125
2022-12-20,1167.8826904296875,1224.0926513671875,1165.5994873046875,1217.70361328125
2022-12-21,1217.58642578125,1218.1922607421875,1206.4400634765625,1213.5999755859375
2022-12-22,1213.672607421875,1221.98681640625,1187.1278076171875,1218.18212890625
2022-12-23,1218.079345703125,1226.998779296875,1215.994873046875,1220.159423828125
2022-12-24,1220.117919921875,1224.91162109375,1216.3387451171875,1221.1485595703125
2022-12-25,1221.1715087890625,1223.517822265625,1203.7196044921875,1218.9620361328125
2022-12-26,1218.920166015625,1226.974365234375,1214.3359375,1226.974365234375
2022-12-27,1226.987060546875,1230.4180908203125,1205.8956298828125,1212.7916259765625
2022-12-28,1212.736572265625,1213.12890625,1185.7021484375,1189.986083984375
2022-12-29,1190.0101318359375,1204.1416015625,1188.3602294921875,1201.5953369140625
2022-12-30,1201.569580078125,1202.03466796875,1187.4625244140625,1199.2327880859375
2022-12-31,1199.360107421875,1205.088623046875,1194.2037353515625,1196.771240234375
2023-01-01,1196.713623046875,1203.475341796875,1192.8853759765625,1200.96484375
2023-01-02,1201.103271484375,1219.860595703125,1195.2149658203125,1214.6566162109375
2023-01-03,1214.7440185546875,1219.0953369140625,1207.4915771484375,1214.77880859375
2023-01-04,1214.7186279296875,1264.8074951171875,1213.1688232421875,1256.526611328125
2023-01-05,1256.484619140625,1258.571533203125,1245.173095703125,1250.4385986328125
2023-01-06,1250.458984375,1273.2203369140625,1240.947509765625,1269.3790283203125
2023-01-07,1269.4197998046875,1270.5982666015625,1262.2711181640625,1264.2703857421875
2023-01-08,1264.181884765625,1287.3594970703125,1260.226806640625,1287.3594970703125
2023-01-09,1287.4508056640625,1342.1441650390625,1286.6807861328125,1321.5389404296875
2023-01-10,1321.3955078125,1342.7572021484375,1318.5272216796875,1336.5860595703125
2023-01-11,1336.48681640625,1387.9327392578125,1323.5831298828125,1387.9327392578125
2023-01-12,1405.3514404296875,1432.28125,1378.422119140625,1417.9384765625
2023-01-13,1417.9461669921875,1461.6727294921875,1404.02392578125,1451.6148681640625
2023-01-14,1451.428466796875,1563.7391357421875,1450.9884033203125,1550.7069091796875
2023-01-15,1550.7315673828125,1556.9508056640625,1520.893798828125,1552.4794921875
2023-01-16,1552.519287109375,1594.039794921875,1529.5736083984375,1576.83349609375
2023-01-17,1577.107421875,1594.0009765625,1553.3359375,1567.8460693359375
2023-01-18,1567.698974609375,1602.106689453125,1509.4228515625,1515.5069580078125
2023-01-19,1515.2496337890625,1557.9703369140625,1514.3800048828125,1552.5565185546875
2023-01-20,1552.3736572265625,1659.8857421875,1544.9178466796875,1659.754150390625
2023-01-21,1659.7060546875,1674.1793212890625,1626.81298828125,1627.1181640625
2023-01-22,1627.365966796875,1658.0234375,1612.085693359375,1628.382080078125
2023-01-23,1628.55078125,1641.2181396484375,1607.903076171875,1628.2510986328125
2023-01-24,1627.8482666015625,1639.723876953125,1551.3897705078125,1556.604248046875
2023-01-25,1558.141845703125,1558.141845703125,1530.884765625,1552.773681640625
